OBJECTID,GEOL_CODE_INT,GEOL_CODE,GERMAN,TREE_LEVEL,PARENT_REF
96,15200420,Vlit500420,Molière-Muschelsandstein,5.0,15200418.0
97,15200421,Vlit500421,Scherli-Quarzitnagelfluh,5.0,15200418.0
164,15200422,Vlit500422,Grilly-Süsswasserkalk,6.0,15200545.0
165,15200423,Vlit500423,Orbe-Süsswasserkalk,6.0,15200545.0
166,15200424,Vlit500424,Krustenkalk,5.0,15200394.0
117,15200425,Vlit500425,Gümmenen-Formation,4.0,15200329.0
222,15200426,Vlit500426,Solothurner Schildkrötenkalk,4.0,15200002.0
131,15200429,Vlit500429,Obere bunte Molasse,4.0,15200329.0
171,15200430,Vlit500430,Oberdorf-Süsswasserkalk,2.0,15200091.0
79,15200431,Vlit500431,Limnischer Horizont (OMM-II),5.0,15200309.0
84,15200432,Vlit500432,Quarzitnagelfluh (der St.-Gallen-Fm.),5.0,15200309.0
100,15200433,Vlit500433,Basiskonglomerat (der Luzern-Fm.),5.0,15200312.0
179,15200436,Vlit500436,Poncin-Member,3.0,15200149.0
181,15200437,Vlit500437,Vraconne-Sandstein,4.0,15200181.0
182,15200438,Vlit500438,La-Presta-Mergel,4.0,15200181.0
183,15200439,Vlit500439,Vernettes-Sandstein,4.0,15200181.0
184,15200440,Vlit500440,Ponthoud-Bank,4.0,15200181.0
185,15200441,Vlit500441,Scie-Besse-Sandstein,4.0,15200181.0
187,15200442,Vlit500442,Mortier-Mergel,4.0,15200182.0
188,15200443,Vlit500443,Vauglène-Bänke,4.0,15200182.0
189,15200444,Vlit500444,Poet-Bank,4.0,15200182.0
1495,15200445,Vlit500445,Courcelon-Süsswasserkalk,3.0,15200640.0
1496,15200446,Vlit500446,Erzmatt-Krustenkalk,2.0,15200091.0
1497,15200447,Vlit500447,Diegten-Süsswasserkalk,2.0,15200091.0
1498,15200448,Vlit500448,La-Verrerie-Süsswasserkalk,2.0,15200091.0
1499,15200449,Vlit500449,La-Charrue-Süsswasserkalk,2.0,15200091.0
1500,15200450,Vlit500450,Astieria-Mergel,3.0,15200153.0
1501,15200451,Vlit500451,Villers-Schichten,3.0,15200153.0
1502,15200452,Vlit500452,Unité Moyenne Calcaire (UMC),4.0,15200101.0
1503,15200453,Vlit500453,Unité Inférieure Oolithique (UIO),4.0,15200101.0
1504,15200454,Vlit500454,Mergel- und Kalkzone (MKZ),4.0,15200101.0
1505,15200455,Vlit500455,Calcaire âpre,5.0,15200186.0
1506,15200456,Vlit500456,Landaize-Kalk,5.0,15200024.0
1507,15200457,Vlit500457,Balmberg-Oolith,6.0,15200190.0
1508,15200458,Vlit500458,Hautes-Roches-Algenkalk,6.0,15200191.0
1509,15200459,Vlit500459,Akzessorische Mumienbänke,6.0,15200191.0
1510,15200460,Vlit500460,Brauner Oolith,7.0,15200031.0
1511,15200461,Vlit500461,Bleiglanz-Bank,5.0,15200142.0
1512,15200462,Vlit500462,Arenicolites-Bank,5.0,15200145.0
1513,15200463,Vlit500463,Diagonalschichtiger Sandstein,4.0,15200144.0
1514,15200464,Vlit500464,Leutschenberg-Member,4.0,15200130.0
1515,15200465,Vlit500465,Schlächtenhaus-Granit,2.0,15200230.0
1516,15200466,Vlit500466,Steinatal-Gneiskomplex,3.0,15200246.0
1517,15200467,Vlit500467,Grenzdolomit,5.0,15200131.0
1518,15200468,Vlit500468,Estherien-Schichten,5.0,15200131.0
1519,15200469,Vlit500469,Hangende-Bankkalke-Formation,3.0,15200012.0
1520,15200470,Vlit500470,Zementmergel-Formation,3.0,15200012.0
1521,15200471,Vlit500471,Liegende-Bankkalke-Formation,3.0,15200012.0
1522,15200472,Vlit500472,Obere-Felsenkalke-Formation,3.0,15200012.0
1523,15200473,Vlit500473,Untere-Felsenkalke-Formation,3.0,15200012.0
1524,15200474,Vlit500474,Lacunosamergel-Formation,3.0,15200012.0
1525,15200475,Vlit500475,Oberjura-Massenkalk-Formation,3.0,15200012.0
1526,15200476,Vlit500476,Lochen-Subformation,4.0,15200475.0
1527,15200477,Vlit500477,Wohlgeschichtete-Kalke-Formation,4.0,15200160.0
1528,15200478,Vlit500478,Impressamergel-Formation,3.0,15200012.0
1529,15200479,Vlit500479,Ornatenton-Formation,3.0,15200055.0
1530,15200480,Vlit500480,Glaukonitsandmergel-Subformation,4.0,15200479.0
1531,15200481,Vlit500481,Grenzkalk,5.0,15200480.0
1532,15200482,Vlit500482,Macrocephalenoolith-Subformation,4.0,15200479.0
1533,15200483,Vlit500483,Wutach-Formation,3.0,15200055.0
1534,15200484,Vlit500484,Variansmergel-Formation,3.0,15200055.0
1535,15200485,Vlit500485,Dentalienton-Formation,3.0,15200055.0
1536,15200486,Vlit500486,Hamitenton-Formation,3.0,15200055.0
1537,15200487,Vlit500487,Parkinsonioolith-Subformation,4.0,15200486.0
1538,15200488,Vlit500488,Gosheim-Formation,3.0,15200055.0
1539,15200489,Vlit500489,Blagdeni-Subformation,4.0,15200488.0
1540,15200490,Vlit500490,Humphriesioolith-Subformation,4.0,15200488.0
1541,15200491,Vlit500491,Wedelsandstein-Formation,3.0,15200055.0
1542,15200492,Vlit500492,Blaukalk-Subformation,4.0,15200491.0
1543,15200493,Vlit500493,Murchisonaeoolith-Formation,3.0,15200055.0
1544,15200494,Vlit500494,Achdorf-Formation,3.0,15200055.0
1545,15200495,Vlit500495,Tannenwald-Schichten,3.0,15200255.0
1546,15200496,Vlit500496,Gabelspitz-Schichten,4.0,15200261.0
1547,15200497,Vlit500497,Schallenberg-Member,4.0,15200261.0
1548,15200498,Vlit500498,Seli-Nagelfluh,4.0,15200261.0
1549,15200499,Vlit500499,Brand-Herrentisch-Tuffit,5.0,15200274.0
1550,15200500,Vlit500500,Wangen-Tuffit,5.0,15200274.0
1551,15200501,Vlit500501,Hohenolber-Tuffit,5.0,15200274.0
1552,15200502,Vlit500502,Eichbol-Tuffit,5.0,15200274.0
1553,15200503,Vlit500503,Öhningen-Formation,4.0,15200262.0
1554,15200504,Vlit500504,Öhningen-Süsswasserkalk,5.0,15200503.0
1555,15200505,Vlit500505,Ramschwag-Nagelfluh,5.0,15200503.0
1556,15200506,Vlit500506,Seerücken-Tuffit,5.0,15200297.0
1557,15200507,Vlit500507,Meilen-Schichten,4.0,15200262.0
1558,15200508,Vlit500508,Wulp-Rotzone,5.0,15200507.0
1559,15200509,Vlit500509,Käpfnach-Formation,4.0,15200295.0
1560,15200510,Vlit500510,«Juranagelfluh-Mergel»,6.0,15200398.0
1561,15200511,Vlit500511,Golat-Süsswasserkalk,4.0,15200300.0
1562,15200512,Vlit500512,Petrefaktenlager,5.0,15200402.0
1563,15200513,Vlit500513,Hombach-Member,5.0,15200330.0
1564,15200514,Vlit500514,Homberg-Formation,3.0,15200335.0
1565,15200515,Vlit500515,Gäbris-Nagelfluh,4.0,15200329.0
1566,15200516,Vlit500516,Gstaldenbach-Member,5.0,15200515.0
1567,15200517,Vlit500517,Heiden-Member,5.0,15200515.0
1568,15200518,Vlit500518,Klusbach-Member,5.0,15200515.0
1569,15200519,Vlit500519,Eggen-Member,5.0,15200515.0
1570,15200520,Vlit500520,Sulzbach-Member,5.0,15200515.0
1571,15200521,Vlit500521,Sulzbach-Nagelfluh,6.0,15200520.0
1572,15200522,Vlit500522,Pfingstboden-Member,5.0,15200316.0
1573,15200523,Vlit500523,Hochfläschli-Member,5.0,15200316.0
1574,15200524,Vlit500524,Ennetbühl-Member,5.0,15200316.0
1575,15200525,Vlit500525,Hochalp-Member,5.0,15200316.0
1576,15200526,Vlit500526,Krummenau-Member,5.0,15200316.0
1577,15200527,Vlit500527,Ältere Juranagelfluh,4.0,15200341.0
1578,15200528,Vlit500528,Gitzischöpf-Nagelfluh,4.0,15200335.0
1579,15200529,Vlit500529,Honegg-Mergel,4.0,15200335.0
1580,15200530,Vlit500530,Kaltbach-Nagelfluh,5.0,15200529.0
1581,15200531,Vlit500531,Hünibach-Nagelfluh,5.0,15200320.0
1582,15200532,Vlit500532,Losenegg-Formation,4.0,15200335.0
1583,15200533,Vlit500533,Schwändibach-Naglelfuh,4.0,15200335.0
1584,15200534,Vlit500534,Uerscheli-Formation,4.0,15200335.0
1585,15200535,Vlit500535,Bumbach-Nagelfluh,5.0,15200534.0
1586,15200536,Vlit500536,Kalksandstein-Serie,4.0,15200335.0
1587,15200537,Vlit500537,Gérignoz-Formation,4.0,15200335.0
1588,15200538,Vlit500538,Leuenfall-Nagelfluh,5.0,15200319.0
1589,15200539,Vlit500539,Wintersberg-Member,5.0,15200319.0
1590,15200540,Vlit500540,Ebnat-Sandstein,5.0,15200319.0
1591,15200541,Vlit500541,Rütiberg-Kalksandstein,6.0,15200540.0
1592,15200542,Vlit500542,Pfiffegg-Nagelfluh,5.0,15200322.0
1593,15200543,Vlit500543,Weggis-Formation,4.0,15200335.0
1594,15200544,Vlit500544,Kännelegg-Nagelfluh,5.0,15200543.0
1595,15200545,Vlit500545,Molasse Rouge des Jurasüdfusses,5.0,15200338.0
1596,15200546,Vlit500546,Mathod-Sandstein,6.0,15200545.0
1597,15200547,Vlit500547,Goumoëns-Sandstein,6.0,15200545.0
1598,15200548,Vlit500548,Molasse Rouge von Vevey,5.0,15200338.0
1599,15200549,Vlit500549,Molasse Rouge von Monthey,5.0,15200338.0
1600,15200550,Vlit500550,Grindelegg-Formation,4.0,15200335.0
1601,15200551,Vlit500551,Tillerée-Schichten,5.0,15200336.0
1602,15200552,Vlit500552,Serie der Süsswasserkalke und Dolomite,5.0,15200336.0
1603,15200553,Vlit500553,Oltingue-Kalkarenit,5.0,15200394.0
1604,15200554,Vlit500554,Vaulruz-Formation (UMM-II+III undiff.),3.0,15200348.0
1605,15200555,Vlit500555,Unter-Lochsiti-Nagelfluh,5.0,15200358.0
1606,15200556,Vlit500556,Flühli-Nagelfluh,5.0,15200358.0
1607,15200557,Vlit500557,Zone der Schiefermergel (der St.-Gallen-Fm.),5.0,15200309.0
1608,15200558,Vlit500558,Marbach-Member,5.0,15200330.0
1609,15200559,Vlit500559,Aarwangen-Molasse,4.0,15200341.0
1610,15200560,Vlit500560,Untere Bunte Molasse des Jurasüdfusses,5.0,15200338.0
1611,15200562,Vlit500562,Mittlere Juranagelfluh,4.0,15200300.0
1612,15200563,Vlit500563,Albstein,4.0,15200300.0
1613,15200564,Vlit500564,Graupensand,4.0,15200300.0
1614,15200565,Vlit500565,Heliciden-Mergel,4.0,15200300.0
1615,15200566,Vlit500566,Haldenhof-Mergel,4.0,15200295.0
1616,15200567,Vlit500567,OMM-J,3.0,15200307.0
1617,15200568,Vlit500568,Tenniken-Muschelagglomerat,4.0,15200567.0
1618,15200569,Vlit500569,Turritellen-Kalk,4.0,15200567.0
1619,15200570,Vlit500570,Randen-Grobkalk,4.0,15200567.0
1620,15200571,Vlit500571,Péry-Geröllsande,4.0,15200567.0
1621,15200572,Vlit500572,Les-Bayards-Juranagelfluh,5.0,15200302.0
1622,15200573,Vlit500573,"Günsberg- und Vellerat-Formation, undifferenziert",4.0,15200160.0
3561,15200574,Vlit500574,Ancepsoolith-Subformation,4.0,15200479.0
3562,15200575,Vlit500575,Jurensismergel-Formation,3.0,15200056.0
3563,15200576,Vlit500576,Posidonienschiefer-Formation,3.0,15200056.0
3564,15200577,Vlit500577,Amaltheenton-Formation,3.0,15200056.0
3565,15200578,Vlit500578,Numismalismergel-Formation,3.0,15200056.0
3566,15200579,Vlit500579,Obtususton-Formation,3.0,15200056.0
3567,15200580,Vlit500580,Arietenkalk-Formation,3.0,15200056.0
3568,15200581,Vlit500581,Angulatenton-Formation,3.0,15200056.0
3569,15200582,Vlit500582,Psilonotenton-Formation,3.0,15200056.0
3570,15200583,Vlit500583,Bodensee-Nagelfluh,3.0,15200255.0
3571,15200584,Vlit500584,Tabalcon-Kalk,3.0,15200012.0
3572,15200585,Vlit500585,Bonneville-Sandstein,4.0,15200349.0
3573,15200586,Vlit500586,Montauban-Mergel,4.0,15200353.0
3574,15200587,Vlit500587,Montauban-Sandstein,4.0,15200349.0
3575,15200588,Vlit500588,Mornex-Nagelfluh,3.0,15200348.0
3576,15200589,Vlit500589,USM-III bis OSM-I,2.0,15200254.0
3577,15200590,Vlit500590,Loorenkopf-Nagelfluh,5.0,15200276.0
3578,15200591,Vlit500591,«Pierre Jaune Supérieure»,4.0,15200151.0
3579,15200592,Vlit500592,«Pierre Jaune Inférieure»,4.0,15200151.0
3580,15200593,Vlit500593,«Formation de la Chambotte Supérieure»,4.0,15200098.0
3581,15200594,Vlit500594,«Formation de la Chambotte Inférieure»,4.0,15200098.0
7430,15200616,Vlit500616,Kristallin der Nordschweiz,1.0,0.0
7431,15200617,Vlit500617,Variszisches Grundgebirge der Nordschweiz,2.0,15200616.0
4364,15200618,Vlit500618,Mümliswil-Süsswasserkalk,5.0,15200343.0
4587,15200619,Vlit500619,Limnischer Horizont (OMM-I),5.0,15200312.0
4588,15200620,Vlit500620,Dardagny-Sandstein,6.0,15200545.0
4855,15200621,Vlit500621,"Napf-Formation, proximale Fazies",5.0,15200258.0
4856,15200622,Vlit500622,"Napf-Formation, distale Fazies",5.0,15200258.0
4857,15200623,Vlit500623,Le-Locle-Formation,4.0,15200300.0
4858,15200624,Vlit500624,Le-Verger-Member,5.0,15200623.0
4859,15200625,Vlit500625,Combe-Girard-Member,5.0,15200623.0
4860,15200626,Vlit500626,Crêt-du-Locle-Formation,4.0,15200567.0
4861,15200627,Vlit500627,"Crêt-du-Locle-Formation, Mergelfazies",5.0,15200626.0
4862,15200628,Vlit500628,Gitzigrabe-Grobsandstein,5.0,15200309.0
4863,15200629,Vlit500629,Trois-Rods-Süsswasserkalk,6.0,15200545.0
4864,15200630,Vlit500630,Champ-Vuillerat-Süsswasserkalk,4.0,15200394.0
4865,15200631,Vlit500631,Wolhusen-Bentonit,5.0,15200258.0
4866,15200632,Vlit500632,Gitzitobel-Süsswasserkalk,5.0,15200262.0
4867,15200633,Vlit500633,Wissenbach-Süsswasserkalk,5.0,15200262.0
4868,15200634,Vlit500634,Altbach-Süsswasserkalk,5.0,15200262.0
4869,15200635,Vlit500635,Tröleten-Süsswasserkalk,5.0,15200262.0
4870,15200636,Vlit500636,Tschöplihof-Süsswasserkalk,5.0,15200262.0
5189,15200637,Vlit500637,Lienegg-Formation,3.0,15200335.0
5190,15200638,Vlit500638,Öligraben-Formation,3.0,15200335.0
5191,15200639,Vlit500639,Studweid-Formation,3.0,15200329.0
5837,15200640,Vlit500640,Rossemaison-Formation,2.0,15200091.0
5838,15200641,Vlit500641,Schwaningen-Merenbach-Rhyolith,1.0,0.0
5839,15200642,Vlit500642,Schwaningen-Weizen-Granit,1.0,0.0
5840,15200643,Vlit500643,Etzgen-Granit,1.0,0.0
5841,15200644,Vlit500644,Karbonatreiche Molasse,4.0,15200335.0
5842,15200645,Vlit500645,Karbonatreiche Molasse: Kalk-Dolomit-Nagelfluh,5.0,15200644.0
6761,15200646,Vlit500646,Hornbüel-Melange,1.0,0.0
6770,15200647,Vlit500647,Kalter-Wangen-Formation,3.0,15200255.0
6771,15200648,Vlit500648,Baltersweil-Nagelfluh,3.0,15200307.0
6772,15200649,Vlit500649,Netzbachtal-Nagelfluh,3.0,15200307.0
6773,15200650,Vlit500650,Rocher-des-Hirondelles-Formation,3.0,15200092.0
6774,15200651,Vlit500651,Fort-de-l'Ecluse-Member,4.0,15200650.0
6775,15200652,Vlit500652,Bôle-Member,4.0,15200096.0
6776,15200653,Vlit500653,Montcherand-Member,4.0,15200096.0
7081,15200654,Vlit500654,Calcaire Roux,3.0,15200153.0
7082,15200655,Vlit500655,Hohentengen-Formation,3.0,15200012.0
7083,15200656,Vlit500656,Weilergraben-Formation,3.0,15200012.0
7084,15200657,Vlit500657,Gugenmühle-Member,4.0,15200656.0
7085,15200658,Vlit500658,Schwarzbach-Schichten,4.0,15200102.0
7086,15200659,Vlit500659,"Wangen- und Letzi-Member, undifferenziert",5.0,15200105.0
7410,15200660,Vlit500660,"Grand-Essert- bis Narlay-Formation, undifferenziert",2.0,15200161.0
7411,15200661,Vlit500661,"Goldberg- bis Vuache-Formation, undifferenziert",2.0,15200161.0
7412,15200662,Vlit500662,Bellegarde-Bank,5.0,15200093.0
7413,15200663,Vlit500663,Serrières-Bank,5.0,15200093.0
7414,15200664,Vlit500664,Morteau-Bänke,4.0,15200096.0
7415,15200665,Vlit500665,La-Vaux-Bank,5.0,15200653.0
7416,15200666,Vlit500666,Cul-du-Nozon-Bank,5.0,15200653.0
7417,15200667,Vlit500667,Pont-des-Pierres-Bank,5.0,15200653.0
7418,15200668,Vlit500668,Censeau-Mergel,4.0,15200152.0
7419,15200669,Vlit500669,Morteau-Mergel,4.0,15200152.0
7420,15200670,Vlit500670,Grande-Varappe-Bank,5.0,15200099.0
7421,15200671,Vlit500671,Le-Coin-Formation,3.0,15200012.0
7422,15200672,Vlit500672,"Bärschwil- bis St-Ursanne-Formation, undifferenziert",3.0,15200012.0
7423,15200673,Vlit500673,"Passwang- bis Ifenthal-Formation, undifferenziert",3.0,15200055.0
7424,15200674,Vlit500674,«Calcaires à Entroques»,3.0,15200055.0
7425,15200675,Vlit500675,"Staffelegg-Formation und Opalinus-Ton, undifferenziert",2.0,15200162.0
7426,15200676,Vlit500676,Schafisheim-Syenit,4.0,15200220.0
7427,15200677,Vlit500677,Pfaffnau-Granit,4.0,15200220.0
7428,15200678,Vlit500678,Zurzach-Granit,4.0,15200220.0
7429,15200679,Vlit500679,Siblingen-Granit,4.0,15200220.0
7435,15200680,Vlit500680,Lindau-Granit,4.0,15200230.0
7437,15200681,Vlit500681,Kreuzlingen-Granit,4.0,15200230.0
7432,15200682,Vlit500682,Schlächtenhaus-Schiefer,4.0,15200243.0
7433,15200683,Vlit500683,Gersbach-Schiefer,4.0,15200243.0
7434,15200684,Vlit500684,Herdern-Streifengneis,5.0,15200246.0
7738,15200685,Vlit500685,"Courgenay-, Balsthal- und Villigen-Formation, undifferenziert",4.0,15200160.0
7739,15200686,Vlit500686,Pichoux-Formation: Korallenfazies,4.0,15200039.0
7740,15200687,Vlit500687,Pichoux-Formation: Schwammfazies,4.0,15200039.0
501,15201001,Vlit501001,"Ältere Ablagerungen, undifferenziert",1.0,0.0
433,15201002,Vlit501002,Niederterrasse,1.0,0.0
505,15201003,Vlit501003,Hochterrasse,1.0,0.0
579,15201004,Vlit501004,Tiefere Deckenschotter,1.0,0.0
590,15201005,Vlit501005,Höhere Deckenschotter,1.0,0.0
434,15201006,Vlit501006,Birrfeld-Eiszeit (Letzte Eiszeit),2.0,15201002.0
450,15201007,Vlit501007,"Last Glacial Maximum (LGM), undiff.",3.0,15201006.0
435,15201008,Vlit501008,LGM-Rückzug,3.0,15201006.0
461,15201009,Vlit501009,Birmenstorf-Vergletscherung (2. LGM-Vorstoss),3.0,15201006.0
462,15201010,Vlit501010,Wettingen-Vorstoss,4.0,15201009.0
463,15201011,Vlit501011,Flüefeld-Schotter,5.0,15201010.0
464,15201012,Vlit501012,Altberg-Till,5.0,15201010.0
465,15201013,Vlit501013,Birmenstorf-Vorstoss,4.0,15201009.0
466,15201014,Vlit501014,Birr-Schotter,5.0,15201013.0
467,15201015,Vlit501015,Oberhard-Till,5.0,15201013.0
469,15201016,Vlit501016,Seon-Vorstoss,4.0,15201009.0
470,15201017,Vlit501017,Berg-Schotter,5.0,15201016.0
471,15201018,Vlit501018,Fornholz-Till,5.0,15201016.0
475,15201019,Vlit501019,Gontenschwil-Vorstoss,4.0,15201009.0
476,15201020,Vlit501020,Gontenschwil-Till,5.0,15201019.0
477,15201021,Vlit501021,Staffelbach-Vorstoss,4.0,15201009.0
478,15201022,Vlit501022,Staffelbach-Schotter,5.0,15201021.0
479,15201023,Vlit501023,Staffelbach-Till,5.0,15201021.0
480,15201024,Vlit501024,Lindmühle-Vergletscherung (1. LGM-Vorstoss),3.0,15201006.0
481,15201025,Vlit501025,Otelfingen-Vorstoss,4.0,15201024.0
482,15201026,Vlit501026,Tägerhard-Schotter,5.0,15201025.0
483,15201027,Vlit501027,Lindmühle-Vorstoss,4.0,15201024.0
484,15201028,Vlit501028,Ämmert-Schotter,5.0,15201027.0
485,15201029,Vlit501029,Ämmert-Till,5.0,15201027.0
486,15201030,Vlit501030,Emmet-Vorstoss,4.0,15201024.0
487,15201031,Vlit501031,Gündelmoos-Lehm,5.0,15201030.0
488,15201032,Vlit501032,Igliste-Schotter,5.0,15201030.0
489,15201033,Vlit501033,Niderholz-Till,5.0,15201030.0
490,15201034,Vlit501034,Zetzwil-Vorstoss,4.0,15201024.0
491,15201035,Vlit501035,Zetzwil-Till,5.0,15201034.0
492,15201036,Vlit501036,Kirchleerau-Vorstoss,4.0,15201024.0
493,15201037,Vlit501037,Kirchleerau-Till,5.0,15201036.0
494,15201038,Vlit501038,Gossau-Interstadial,3.0,15201006.0
495,15201039,Vlit501039,Mülligen-Paläoboden,4.0,15201038.0
496,15201040,Vlit501040,Niederweningen-Formation,4.0,15201038.0
497,15201041,Vlit501041,Hombrechtikon-Vergletscherung (Frühletzteiszeitliche Vergl.),3.0,15201006.0
498,15201042,Vlit501042,Mülligen-Schotter,4.0,15201041.0
499,15201043,Vlit501043,2. letzteiszeitlischs Vorstoss,4.0,15201041.0
500,15201044,Vlit501044,1. letzteiszeitlischs Vorstoss,4.0,15201041.0
509,15201045,Vlit501045,Klettgau-Schotter,2.0,15201003.0
510,15201046,Vlit501046,Obere Klettgauschotter,3.0,15201045.0
511,15201047,Vlit501047,Glazi-lakustrische Serie,3.0,15201045.0
512,15201048,Vlit501048,Mittlere Klettgauschotter,3.0,15201045.0
513,15201049,Vlit501049,Untere Klettgauschotter,3.0,15201045.0
506,15201050,Vlit501050,Gondiswil-Interglazial (Letztes Integlazial),2.0,15201003.0
507,15201051,Vlit501051,Flurlingen-Quelltuff,3.0,15201050.0
508,15201052,Vlit501052,Birrfeld- und Klettgau-Paläoböden,3.0,15201050.0
526,15201053,Vlit501053,Beringen-Eiszeit,2.0,15201003.0
531,15201054,Vlit501054,Entfelden-Schotter,3.0,15201053.0
532,15201055,Vlit501055,Aarau-Schotter,3.0,15201053.0
533,15201056,Vlit501056,Suhr-Schotter,3.0,15201053.0
534,15201057,Vlit501057,Veltheim-Schotter,3.0,15201053.0
535,15201058,Vlit501058,Stüsslingen-Schotter,3.0,15201053.0
536,15201059,Vlit501059,Langwiesen-Vergletscherung,3.0,15201053.0
537,15201060,Vlit501060,Langwiesen-Vorstoss,4.0,15201059.0
538,15201061,Vlit501061,Schaffhausen-Schotter,5.0,15201060.0
539,15201062,Vlit501062,Reuenthal-Vorstoss,4.0,15201059.0
540,15201063,Vlit501063,Lupfig-Schotter,5.0,15201062.0
541,15201064,Vlit501064,Löhningen-Engiwald-Vergletscherung,3.0,15201053.0
542,15201065,Vlit501065,Engiwald-Vorstoss,4.0,15201064.0
543,15201066,Vlit501066,Rüfenach-Vorstoss,4.0,15201064.0
546,15201067,Vlit501067,Löhningen-Vorstoss,4.0,15201064.0
547,15201068,Vlit501068,Remigen-Vorstoss,4.0,15201064.0
550,15201069,Vlit501069,Remigen-Schotter,5.0,15201068.0
551,15201070,Vlit501070,Meikirch-Interglazial,2.0,15201003.0
552,15201071,Vlit501071,Ältere Beckenfüllungen,2.0,15201003.0
553,15201072,Vlit501072,Hagenholz-Eiszeit,2.0,15201003.0
555,15201073,Vlit501073,Hagenholz-Vergletscherung,3.0,15201072.0
556,15201074,Vlit501074,Hagenholz-Vorstoss,3.0,15201072.0
557,15201075,Vlit501075,Aathal-Schotter,4.0,15201074.0
558,15201076,Vlit501076,Pfyn-Vorstoss,3.0,15201072.0
559,15201077,Vlit501077,Ittingen-Schotter,4.0,15201076.0
560,15201078,Vlit501078,Ryhirt-Formation,3.0,15201072.0
561,15201079,Vlit501079,Geisslingen-Schotter,3.0,15201072.0
562,15201080,Vlit501080,Habsburg-Hagenholz-Interglazial,2.0,15201003.0
563,15201081,Vlit501081,Möhlinerfeld-Paläoboden,3.0,15201080.0
564,15201082,Vlit501082,Habsburg-Eiszeit,2.0,15201003.0
565,15201083,Vlit501083,Gränichen-Schotter,3.0,15201082.0
566,15201084,Vlit501084,Roggehuse-Schotter,3.0,15201082.0
567,15201085,Vlit501085,Buerfeld-Schotter,3.0,15201082.0
568,15201086,Vlit501086,Habsburg-Vergletscherung,3.0,15201082.0
569,15201087,Vlit501087,Habsburg-Vorstoss,4.0,15201086.0
570,15201088,Vlit501088,Habsburg-Schotter,5.0,15201087.0
572,15201089,Vlit501089,Unterschlatt-Vorstoss,4.0,15201086.0
573,15201090,Vlit501090,Thalgut-Interglazial,2.0,15201003.0
574,15201091,Vlit501091,Möhlin-Eiszeit (Grösste Eiszeit),2.0,15201003.0
575,15201092,Vlit501092,Möhlin-Vergletscherung,3.0,15201091.0
576,15201093,Vlit501093,Möhlin-Vorstoss,4.0,15201092.0
577,15201094,Vlit501094,Bünten-Till,5.0,15201093.0
578,15201095,Vlit501095,Schleitheim-Vorstoss,4.0,15201092.0
580,15201096,Vlit501096,Fisibach-Schotter,2.0,15201004.0
581,15201097,Vlit501097,Bärengraben-Schotter und -Till,2.0,15201004.0
582,15201098,Vlit501098,Iberig-Schotterkomplex,2.0,15201004.0
583,15201099,Vlit501099,Obere Iberigschotter,3.0,15201098.0
584,15201100,Vlit501100,Oberer Till,3.0,15201098.0
585,15201101,Vlit501101,Mittlere Iberigschotter,3.0,15201098.0
586,15201102,Vlit501102,Untere Iberigschotter,3.0,15201098.0
587,15201103,Vlit501103,Unterer Till,3.0,15201098.0
588,15201104,Vlit501104,Wolfacher-Schotter und -Till,2.0,15201004.0
589,15201105,Vlit501105,Fornech-Schotter,2.0,15201004.0
591,15201106,Vlit501106,Forenirchel-Schotter,2.0,15201005.0
592,15201107,Vlit501107,Steig-Schotter,2.0,15201005.0
593,15201108,Vlit501108,Irchel-Schotterkomplex,2.0,15201005.0
594,15201109,Vlit501109,Obere Irchelschotter,3.0,15201108.0
596,15201111,Vlit501111,Irchel-Dolomitschotter,3.0,15201108.0
597,15201112,Vlit501112,Mittlere Irchelschotter,3.0,15201108.0
598,15201113,Vlit501113,Untere Irchelschotter,3.0,15201108.0
599,15201114,Vlit501114,Langacher-Schotter,2.0,15201005.0
600,15201115,Vlit501115,Dürn-Formation,2.0,15201005.0
601,15201116,Vlit501116,Degermoos-Schotter,2.0,15201005.0
602,15201117,Vlit501117,Ebnet-Schotter,2.0,15201005.0
603,15201118,Vlit501118,Wannen-Schotter,2.0,15201005.0
604,15201119,Vlit501119,Egghalden-Schotter,2.0,15201005.0
605,15201120,Vlit501120,Buechen-Formation,2.0,15201005.0
606,15201121,Vlit501121,Feusi-Schotter,2.0,15201005.0
607,15201122,Vlit501122,Lindenhau-Schotter,2.0,15201005.0
608,15201123,Vlit501123,Egg-Schotter,2.0,15201005.0
609,15201124,Vlit501124,Sundgau-Schotter,2.0,15201333.0
610,15201125,Vlit501125,Mischschotter,3.0,15201124.0
611,15201126,Vlit501126,Weisse Serie,2.0,15201333.0
437,15201129,Vlit501129,Zürich-Stein-Bremgarten-Stadien,4.0,15201008.0
438,15201130,Vlit501130,Untere Singen-Terrasse,5.0,15201129.0
439,15201131,Vlit501131,Schlieren-Diessenhofen-Stetten-Stadien,4.0,15201008.0
440,15201132,Vlit501132,Obere Singen-Terrasse,5.0,15201131.0
441,15201133,Vlit501133,Rheinau-Terrasse,4.0,15201008.0
442,15201134,Vlit501134,Nohl-Terrasse,4.0,15201008.0
443,15201135,Vlit501135,Altenburg-Fulach-Terrasse,5.0,15201131.0
444,15201136,Vlit501136,Aare-Schotter,4.0,15201008.0
445,15201137,Vlit501137,Schüss-Schotter,4.0,15201008.0
446,15201138,Vlit501138,Orvin-Schotter,4.0,15201008.0
